town,name,type,phone,sample_url,message,wa_link,send_status
Alexandra,Engen,fuel,+27 11 444 2232,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-engen.html,"Hi Engen 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra fuel businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-engen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27114442232?text=Hi%20Engen%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Alexandra%20fuel%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-engen.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Alexandra,Engen,fuel,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-engen.html,"Hi Engen 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra fuel businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-engen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,@ Home factory shop,furniture,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-home-factory-shop.html,"Hi @ Home factory shop 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra furniture businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-home-factory-shop.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Akhona Furnishers,furniture,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-akhona-furnishers.html,"Hi Akhona Furnishers 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra furniture businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-akhona-furnishers.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Coricraft,furniture,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-coricraft.html,"Hi Coricraft 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra furniture businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-coricraft.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Incanda,furniture,+27 10 001 2627,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-incanda.html,"Hi Incanda 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra furniture businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-incanda.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27100012627?text=Hi%20Incanda%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Alexandra%20furniture%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-incanda.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Alexandra,Russells,furniture,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-russells.html,"Hi Russells 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra furniture businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-russells.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Montrose,garden_centre,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-montrose.html,"Hi Montrose 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra garden_centre businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-montrose.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,City Of Johannesburg Region E Offices,government,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-city-of-johannesburg-region-e-.html,"Hi City Of Johannesburg Region E Offices 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra government businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-city-of-johannesburg-region-e-.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Cashbuild,hardware,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-cashbuild.html,"Hi Cashbuild 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra hardware businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-cashbuild.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Volpes,household_linen,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-volpes.html,"Hi Volpes 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra household_linen businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-volpes.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Constantine & Jacobs,jewelry,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-constantine-jacobs.html,"Hi Constantine & Jacobs 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra jewelry businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-constantine-jacobs.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,1 Stop Nutrition,nutrition_supplements,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-1-stop-nutrition.html,"Hi 1 Stop Nutrition 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra nutrition_supplements businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-1-stop-nutrition.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Clicks,pharmacy,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-clicks.html,"Hi Clicks 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra pharmacy businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-clicks.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Medifam Family Medical Centre,pharmacy,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-medifam-family-medical-centre.html,"Hi Medifam Family Medical Centre 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra pharmacy businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-medifam-family-medical-centre.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Europa,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-europa.html,"Hi Europa 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-europa.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,GBC,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-gbc.html,"Hi GBC 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-gbc.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Kauai Virgin Active Sandton,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-kauai-virgin-active-sandton.html,"Hi Kauai Virgin Active Sandton 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-kauai-virgin-active-sandton.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Ocean Basket,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-ocean-basket.html,"Hi Ocean Basket 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-ocean-basket.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Pablo,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pablo.html,"Hi Pablo 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pablo.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Razor Charlie,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-razor-charlie.html,"Hi Razor Charlie 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-razor-charlie.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Roco Mama,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-roco-mama.html,"Hi Roco Mama 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-roco-mama.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Sale e Pepe da Giovanni,restaurant,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-sale-e-pepe-da-giovanni.html,"Hi Sale e Pepe da Giovanni 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra restaurant businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-sale-e-pepe-da-giovanni.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Lonmod,shoes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-lonmod.html,"Hi Lonmod 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra shoes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-lonmod.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Waltons stationery factory,stationery,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-waltons-stationery-factory.html,"Hi Waltons stationery factory 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra stationery businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-waltons-stationery-factory.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Boxer,supermarket,+27 11 440 7596,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-boxer.html,"Hi Boxer 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-boxer.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27114407596?text=Hi%20Boxer%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Alexandra%20supermarket%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-boxer.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Alexandra,Boxer,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-boxer.html,"Hi Boxer 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-boxer.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Freedom Supermarket,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-freedom-supermarket.html,"Hi Freedom Supermarket 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-freedom-supermarket.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Nizam's Supermarket,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-nizam-s-supermarket.html,"Hi Nizam's Supermarket 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-nizam-s-supermarket.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Pick n Pay,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html,"Hi Pick n Pay 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Pick n Pay,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html,"Hi Pick n Pay 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Pick n Pay,supermarket,+27 10 020 2992,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html,"Hi Pick n Pay 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27100202992?text=Hi%20Pick%20n%20Pay%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Alexandra%20supermarket%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-pick-n-pay.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Alexandra,Spar,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-spar.html,"Hi Spar 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-spar.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Spar,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-spar.html,"Hi Spar 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-spar.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Woolworths,supermarket,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-woolworths.html,"Hi Woolworths 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra supermarket businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-woolworths.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Alexandra,Beith Digital Printing Lab,yes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-beith-digital-printing-lab.html,"Hi Beith Digital Printing Lab 👋 Thabang from SiteCraft SA here. I noticed a lot of Alexandra yes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/alexandra-beith-digital-printing-lab.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Emoyeni Tavern,alcohol,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-emoyeni-tavern.html,"Hi Emoyeni Tavern 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha alcohol businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-emoyeni-tavern.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,ABSA,bank,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-absa.html,"Hi ABSA 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bank businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-absa.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,African Bank,bank,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-african-bank.html,"Hi African Bank 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bank businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-african-bank.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
